2022-09-25 16:48:43,039 INFO --------------------------------------- RUN UPDATE ---------------------------------------
2022-09-25 16:48:52,908 INFO All matches were up-to-date
2022-09-25 16:49:41,493 INFO --------------------------------------- RUN UPDATE ---------------------------------------
2022-09-25 16:49:48,508 INFO All matches were up-to-date
2022-09-25 16:56:51,387 INFO --------------------------------------- RUN UPDATE ---------------------------------------
2022-09-25 16:56:57,872 INFO All matches were up-to-date
2022-09-25 17:11:00,572 INFO --------------------------------------- RUN UPDATE ---------------------------------------
2022-09-25 17:11:07,502 INFO All matches were up-to-date
2022-09-25 17:12:11,710 INFO --------------------------------------- RUN UPDATE ---------------------------------------
2022-09-25 17:12:18,010 INFO All matches were up-to-date
2022-09-25 17:12:44,776 INFO --------------------------------------- RUN UPDATE ---------------------------------------
2022-09-25 17:12:51,094 INFO All matches were up-to-date
2022-09-25 17:14:16,462 INFO --------------------------------------- RUN UPDATE ---------------------------------------
2022-09-30 21:32:46,258 INFO DB updated, matches ID : 427146
2022-09-30 21:32:46,258 INFO DB updated, matches ID : 427109
2022-09-30 21:32:46,258 INFO DB updated, matches ID : 427134
2022-09-30 21:32:46,259 INFO DB updated, matches ID : 390102
2022-09-30 21:32:46,259 INFO DB updated, matches ID : 390106
2022-09-30 21:32:46,259 INFO DB updated, matches ID : 390107
2022-09-30 21:32:46,260 INFO DB updated, matches ID : 390109
2022-09-30 21:32:46,265 INFO Deploying : matches ID 390102 league Campeonato Brasileiro Série A
2022-09-30 22:28:05,204 INFO --------------------------------------- RUN UPDATE ---------------------------------------
2022-09-30 22:28:25,839 INFO Deploying : matches ID 390102 league Campeonato Brasileiro Série A
2022-09-30 22:29:15,201 ERROR Error deployBet : HTTPSConnectionPool(host='api-goerli.etherscan.io', port=443): Max retries exceeded with url: /api?apikey=TJ548AB93CY2PXGFWUF88P9XQMYWVUA649&module=account&action=txlist&address=0xB4A0fa83008C179cf6581d172d2F1f25D8729a16&page=1&sort=asc&offset=1 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7fdefa26a910>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution'))
2022-09-30 22:29:15,416 ERROR Error deployContract : Error deployBet  : HTTPSConnectionPool(host='api-goerli.etherscan.io', port=443): Max retries exceeded with url: /api?apikey=TJ548AB93CY2PXGFWUF88P9XQMYWVUA649&module=account&action=txlist&address=0xB4A0fa83008C179cf6581d172d2F1f25D8729a16&page=1&sort=asc&offset=1 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7fdefa26a910>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution'))

2022-09-30 22:29:15,416 INFO Deploying : matches ID 390105 league Campeonato Brasileiro Série A
2022-09-30 22:30:28,437 ERROR Error deployBet : HTTPSConnectionPool(host='api-goerli.etherscan.io', port=443): Max retries exceeded with url: /api?apikey=TJ548AB93CY2PXGFWUF88P9XQMYWVUA649&module=account&action=txlist&address=0x2c1d38980188b32b2e738C1976fE5EDa585C67F4&page=1&sort=asc&offset=1 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f13c84bffa0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution'))
2022-09-30 22:30:28,696 ERROR Error deployContract : Error deployBet  : HTTPSConnectionPool(host='api-goerli.etherscan.io', port=443): Max retries exceeded with url: /api?apikey=TJ548AB93CY2PXGFWUF88P9XQMYWVUA649&module=account&action=txlist&address=0x2c1d38980188b32b2e738C1976fE5EDa585C67F4&page=1&sort=asc&offset=1 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f13c84bffa0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution'))

2022-09-30 22:30:28,696 INFO Deploying : matches ID 390106 league Campeonato Brasileiro Série A
2022-09-30 22:36:45,842 ERROR Error requestMatchPlanning : HTTPSConnectionPool(host='api.football-data.org', port=443): Max retries exceeded with url: /v4/matches?dateFrom=2022-10-01&dateTo=2022-10-06 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7fb55001ae50>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution'))
2022-09-30 22:36:45,843 ERROR Error main : iteration over a 0-d array
